Omega,x,x0,v0,stable,floquet
0.473,3.054582950295035,-1.0285801218233996,2.012157753269107,True,[-0.6124555+0.42695744j -0.6124555-0.42695744j]
0.474,3.053290046806762,-1.016698379442519,2.0172645195632684,True,[-0.64332221+0.37976122j -0.64332221-0.37976122j]
0.475,3.0519886150782822,-1.0047561155009,2.022332314920664,True,[-0.66969342+0.33208203j -0.66969342-0.33208203j]
0.476,3.05067861562879,-0.9927516611733568,2.027360854354693,True,[-0.69185819+0.2842245j -0.69185819-0.2842245j]
0.477,3.0493600079861687,-0.9806832567184062,2.032349849697081,True,[-0.71008844+0.23644728j -0.71008844-0.23644728j]
0.478,3.048032750464804,-0.9685490472749771,2.0372990083800504,True,[-0.72463987+0.18896981j -0.72463987-0.18896981j]
0.479,3.046696800132309,-0.9563470782438273,2.042208032217959,True,[-0.73575289+0.14197823j -0.73575289-0.14197823j]
0.48,3.045352112710956,-0.9440752845763573,2.047076618397906,True,[-0.74365345+0.09563056j -0.74365345-0.09563056j]
0.481,3.0439986424437566,-0.9317314843401036,2.0519044583721917,True,[-0.74855404+0.05006056j -0.74855404-0.05006056j]
0.482,3.0426363422211007,-0.9193133673834188,2.0566912383991744,True,[-0.7506543+0.00538124j -0.7506543-0.00538124j]
0.483,3.041265163296436,-0.9068185637083234,2.0614366091554444,True,[-0.75014148+0.03831618j -0.75014148-0.03831618j]
0.484,3.0398850536583812,-0.8942443552932081,2.0661402914712195,True,[-0.74719196+0.08094548j -0.74719196-0.08094548j]
0.485,3.0384959613772025,-0.8815880539484027,2.070801926187608,True,[-0.74197109+0.12244388j -0.74197109-0.12244388j]
0.486,3.037097830620836,-0.8688467584249625,2.0754211621379013,True,[-0.73463403+0.16275793j -0.73463403-0.16275793j]
0.487,3.0356906045819083,-0.8560173670090564,2.0799976449406024,True,[-0.7253263+0.20184336j -0.7253263-0.20184336j]
0.488,3.0342742234709026,-0.8430965864307134,2.084531006752558,True,[-0.71418446+0.2396651j -0.71418446-0.2396651j]
0.489,3.032848624407024,-0.8300809144400424,2.0890208655526594,True,[-0.70133614+0.27619601j -0.70133614-0.27619601j]
0.49,3.031413742708508,-0.8169665976646461,2.0934668322956846,True,[-0.68690133+0.31141468j -0.68690133-0.31141468j]
0.491,3.0299695091925924,-0.8037496335723884,2.0978685010482865,True,[-0.67099209+0.34530588j -0.67099209-0.34530588j]
0.492,3.0285158527411817,-0.7904258544873642,2.102225412493341,True,[-0.65371113+0.37786291j -0.65371113-0.37786291j]
0.493,3.027052695636138,-0.7769905114019579,2.1065371816971226,True,[-0.63515915+0.40907412j -0.63515915-0.40907412j]
0.494,3.025579958304629,-0.7634387554414442,2.110803325791674,True,[-0.61542617+0.43893926j -0.61542617-0.43893926j]
0.495,3.024097556186363,-0.7497653360269485,2.1150233525006383,True,[-0.59459642+0.46745969j -0.59459642-0.46745969j]
0.496,3.022605399192032,-0.7359645521117308,2.119196760175839,True,[-0.57274895+0.49463785j -0.57274895-0.49463785j]
0.497,3.021103391820597,-0.7220302739137566,2.123323014466798,True,[-0.5499568+0.52047874j -0.5499568-0.52047874j]
0.498,3.019591432394326,-0.7079558760568743,2.1274015512138678,True,[-0.52628751+0.54498889j -0.52628751-0.54498889j]
0.499,3.018069412085497,-0.6937341887350013,2.1314317710316173,True,[-0.501803+0.56817606j -0.501803-0.56817606j]
0.5,3.0165372141551003,-0.6793574337871389,2.135413035628459,True,[-0.47656008+0.59004906j -0.47656008-0.59004906j]
0.501,3.0149947150062424,-0.6648171125503382,2.139344674414678,True,[-0.45061171+0.61061586j -0.45061171-0.61061586j]
0.502,3.013441780418599,-0.6501040782763987,2.1432259354722025,True,[-0.42400291+0.62988696j -0.42400291-0.62988696j]
0.503,3.0118782632393346,-0.6352080593111921,2.147056082606374,True,[-0.39677943+0.64786857j -0.39677943-0.64786857j]
0.504,3.010304007051705,-0.6201180344436344,2.1508342549760178,True,[-0.36897763+0.66456967j -0.36897763-0.66456967j]
0.505,3.0087188402694056,-0.6048217892727121,2.1545595426789945,True,[-0.34063067+0.67999713j -0.34063067-0.67999713j]
0.506,3.0071225757343587,-0.5893058179554408,2.158230959629306,True,[-0.31176733+0.69415601j -0.31176733-0.69415601j]
0.507,3.0055150083119053,-0.5735551954806966,2.161847416565061,True,[-0.28241075+0.70705021j -0.28241075-0.70705021j]
0.508,3.0038959120880206,-0.5575532723568831,2.165407726294773,True,[-0.25257988+0.71868059j -0.25257988-0.71868059j]
0.509,3.002265035059298,-0.5412814218656248,2.168910580417409,True,[-0.22228809+0.72904537j -0.22228809-0.72904537j]
0.51,3.0006221015423797,-0.5247187428031175,2.172354521258314,True,[-0.19154483+0.73813868j -0.19154483-0.73813868j]
0.511,2.9989667994215807,-0.5078417343551989,2.1757378986656493,True,[-0.16035008+0.74595121j -0.16035008-0.74595121j]
